dataset,sample,has_gt,before_network_psnr,before_network_ssim,before_network_noise_est,before_network_sharpness,after_network_psnr,after_network_ssim,after_network_noise_est,after_network_sharpness,baseline_gaussian_psnr,baseline_gaussian_ssim,baseline_gaussian_noise_est,baseline_gaussian_sharpness,baseline_nlm_psnr,baseline_nlm_ssim,baseline_nlm_noise_est,baseline_nlm_sharpness,baseline_bm3d_psnr,baseline_bm3d_ssim,baseline_bm3d_noise_est,baseline_bm3d_sharpness
FMD,Confocal_MICE_4,True,29.314461689383236,0.674493495453116,,,36.954538921747755,0.9556912655927954,,,35.31051460147256,0.9496341283202022,,,32.269104107927824,0.936150676444304,,,37.296402518627914,0.9586795374920802,,
FMD,TwoPhoton_BPAE_B_1,True,24.675021599001763,0.39433336998552354,,,32.55480439442071,0.9283079246033055,,,32.18399446190765,0.8977174158060186,,,27.090841138166688,0.8822473006253914,,,32.34437068175909,0.9313992846635583,,
FMD,TwoPhoton_BPAE_B_2,True,24.159862790739304,0.4038615383487746,,,29.46216038956877,0.9255378285176152,,,28.891788882565205,0.8945153257373046,,,26.06317454365934,0.8831464191309993,,,28.969170247710675,0.925418355517453,,
FMD,TwoPhoton_BPAE_B_3,True,23.655333681316726,0.3849790255682527,,,30.89538279595399,0.9297555009496203,,,30.075373638558432,0.8971647895921598,,,25.59024306913868,0.8746791655242612,,,29.622231425524305,0.9300898037451307,,
FMD,TwoPhoton_BPAE_B_4,True,24.3941761559274,0.4085239748471639,,,33.37874827910396,0.9341870550399718,,,32.31378187706309,0.9013009049778368,,,26.410538298983614,0.8785179686525751,,,31.62298501784381,0.9276061407856304,,
FMD,TwoPhoton_BPAE_G_1,True,25.1319104330398,0.49229057748588834,,,32.88492351371532,0.805568047325966,,,31.924651120676852,0.7851167352111785,,,28.13118947170964,0.7073899520363711,,,31.943627941730036,0.7489668808467888,,
FMD,TwoPhoton_BPAE_G_2,True,25.50450918079814,0.4967278884901495,,,31.249106846220368,0.7721161201527359,,,30.977924731311415,0.7631260423443107,,,28.51936413723035,0.702879084744713,,,30.399036306956518,0.7094561459557468,,
FMD,TwoPhoton_BPAE_G_3,True,25.359044831526596,0.49307600227156717,,,32.61618794057259,0.7950112416041926,,,32.051354348201116,0.7799091983161694,,,28.648945457862006,0.7116532130475934,,,31.844849573876072,0.7372797445039089,,
FMD,TwoPhoton_BPAE_G_4,True,24.900297875914244,0.4867481269819336,,,32.69354347118966,0.8094568661293007,,,31.684874137453093,0.787559996332818,,,27.90984231200886,0.7075470935395876,,,31.914099734567465,0.7556782456731683,,
FMD,TwoPhoton_BPAE_R_1,True,30.122980627068667,0.6500263315945239,,,36.76732263902695,0.9092186639158939,,,37.071443201907194,0.9090741031729341,,,36.11668607802835,0.87372217910175,,,36.03640906689246,0.8632159199626988,,
FMD,TwoPhoton_BPAE_R_2,True,30.9894756943816,0.672529817164967,,,37.61441261612567,0.9026822116668151,,,37.76516142606606,0.9050998342427355,,,35.618167444215565,0.8556769338156317,,,35.79897248120562,0.8491294115485176,,
FMD,TwoPhoton_BPAE_R_3,True,30.826806253710103,0.665007065946765,,,37.472419927688485,0.9031532462157814,,,37.7485096830521,0.9062405214929699,,,35.823608966343194,0.8589903837357216,,,35.90069235633416,0.8516235570854318,,
FMD,TwoPhoton_BPAE_R_4,True,31.408792004641413,0.6852849724277532,,,36.109144990719,0.8766735709444088,,,36.11411851463362,0.8856708608099363,,,33.77261764408292,0.8231866759463062,,,34.081309905433336,0.8220734489404726,,
